title,question_url,answer_id,answer_content,comment_id,created_time,comment_content,comment_upvote,child_comments_count,author_info,author_gender
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,962891205,1591538107,恰烂钱，也不是反女权的理由吧。女权自始至终都是要求平等。,2,8,https://www.zhihu.com/api/v4/people/eaed1d001227ee41feaf16a22ebacd68,0
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,903046859,1586569301,<p>反女权好像最多一两千粉。跟那些上万粉的体量不是一个档次。</p>,25,5,https://www.zhihu.com/api/v4/people/0,-1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,907555809,1586921504,对不起，“生前”真的笑到我了哈哈哈哈哈哈哈(ಡωಡ)hiahiahia<br>去世得漂亮,8,0,https://www.zhihu.com/api/v4/people/f4a6b2c6f0eec7f0067883a7346cebb5,1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,905525149,1586761513,有一说一，好像有人借着反女权的幌子贩卖泡学,7,4,https://www.zhihu.com/api/v4/people/11c18f66db3a9c2390282942b8867e61,1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,923021825,1588142899,所谓的反女权，我觉得没啥好做的。因为女拳以辱骂、贬低男性为乐，所以看到才反对而已，谁有那闲心天天跟她们讲道理啊，反正她们也理解不了,6,0,https://www.zhihu.com/api/v4/people/921904b741d66c426dde2fb32f18308b,-1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,913917072,1587432756,答主说的那些都不是女权。建议先去学习一下“女权主义”的起源和发展，以及追求和宗旨。不要看到打着女权标签就真的觉得那是女权，否则的话就会体现出因没有思考就张嘴说话的浅薄和无说服力。,4,5,https://www.zhihu.com/api/v4/people/43609d8581f0595a884e2380ca0c174e,-1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,930111689,1588740623,嗯嗯，赞同，不过作为女性的话缺乏主观能动性去主动反抗类似言论，而男性去反抗恰恰给了那些煽动者素材来煽动更多女性。所以这个算是女性的一道坎，女性群体如果不能自我调解找到正确出路，那男性也帮不了。最后国家意识极端化不可避免。,3,0,https://www.zhihu.com/api/v4/people/043b6e05ba3d5500fff5b8b5e9e2fae3,-1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,911787566,1587259452,流量是一部分，还有是以拉皮条为目的的,3,0,https://www.zhihu.com/api/v4/people/ab52f81ee98bbea24194ae1c4f02e155,1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,908850184,1587018298,男性一般理性一点，不容易被煽动,3,0,https://www.zhihu.com/api/v4/people/4bb9fbe435e9afe64eb129e9dfbf696f,0
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,917130855,1587686244,<p>谁说女权转反女权(特指田园)没有盈利模式？人家的终极目标是实现两性大团结，共创美好未来。社会发展好，大家过上好生活，人家这是站在全人类的利益去考虑问题呀。</p>,2,0,https://www.zhihu.com/api/v4/people/0,-1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,905414928,1586755013,恕我直言，这不叫女权,1,20,https://www.zhihu.com/api/v4/people/50cc383251fd6b0231c9c04a606abe53,-1
为什么从支持女权变成抵制女权就是正常，而反过来就是为了恰钱？,https://www.zhihu.com/question/386792761,1144560307,因为你找不到反女权的营利模式。以女权的经典带货思路精致生活来说，你见过对男性这么营销的吗：“男人就该对自己好一点，就该掏女友的钱买买买机械键盘、AJ鞋、镜头，她不给钱就是不爱你？”你根本举不出一个类似的案例，反过头来看女权营销这种铺天盖地都是，这不是恰烂钱你告诉我什么才叫恰烂钱？你要说单纯做量，你看看咪蒙生前多少粉，勃撅多少粉，果子狸多少粉，我们反女权最大的呢？别的不说你找个同样影响力的反女权给我看？单纯做量来说，反女权也是弱势，毕竟真正干点事的人根本不屑吃性别矛盾这碗断子绝孙的缺德饭。你觉得我不能转女权？真以为这事门槛高？综上，女权转反女权是因为终于拎得清了，又不图财又不图量还有啥好指摘的，脑子正常就能反；而反女权转女权，意图明显得不能再明显，女权反手就是一片商机，精致生活带日用品是最常见的；炒女性独立推动离婚率和房地产是偏一点的；mary不是玛丽那种，招揽仇男媚外女性，给外国人拉免费皮条的，属于不扒不知道的；女权之声那种拿境外投资，在网上乱窜，为绿化做贡献的还属于国际大宗交易。女权从头到脚都有看不完的恰烂钱例子，我觉得但凡脑子正常也没有低估别人智商的人，都应该得出恰烂钱这个结论。,1039845276,1598624961,答主你说到本质了，搞女权可以恰钱，但是反女权恰不到钱。甚至大家看了，觉得说的对，甚至都不敢转发，怕被团体举报。,1,0,https://www.zhihu.com/api/v4/people/dc091ab1da84e930d288714c861700aa,-1
